,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
55204,03/21/2021,FL,"1,972,296",,,"2,985",803,"33,597",,,52,2,03/21/2021 12:00:00 AM,Not agree,Not agree
55217,05/05/2022,FL,"5,959,088",,,"5,997","1,495","74,366",,,23,1,05/05/2022 12:00:00 AM,Not agree,Not agree
55225,01/12/2021,FL,"1,487,514",,,"13,764","4,177","25,304",,,203,23,01/12/2021 12:00:00 AM,Not agree,Not agree
55331,12/27/2020,FL,"1,254,708",,,"8,031","2,291","22,669",,,127,15,12/27/2020 12:00:00 AM,Not agree,Not agree
55332,08/29/2021,FL,"3,245,049",,,"13,165","3,112","49,583",,,392,35,08/29/2021 12:00:00 AM,Not agree,Not agree
55345,06/19/2020,FL,"90,234",,,"4,000",3,"3,250",,,24,0,06/19/2020 12:00:00 AM,Not agree,Not agree
55372,10/10/2020,FL,"719,390",,,"3,618",260,"16,838",,,48,4,10/10/2020 12:00:00 AM,Not agree,Not agree
55378,05/24/2020,FL,"50,070",,,978,0,"2,405",,,35,0,05/24/2020 12:00:00 AM,Not agree,Not agree
55385,10/21/2020,FL,"752,570",,,"5,453",858,"17,396",,,41,8,10/21/2020 12:00:00 AM,Not agree,Not agree
55393,07/07/2021,FL,"2,361,489",,,"4,898","1,373","38,281",,,25,1,07/07/2021 12:00:00 AM,Not agree,Not agree
55395,03/17/2021,FL,"1,955,287",,,"4,935","1,410","33,382",,,63,3,03/17/2021 12:00:00 AM,Not agree,Not agree
55447,04/13/2020,FL,"20,193",,,929,0,680,,,42,0,04/13/2020 12:00:00 AM,Not agree,Not agree
55528,05/12/2021,FL,"2,242,905",,,"4,051","1,151","36,333",,,38,2,05/12/2021 12:00:00 AM,Not agree,Not agree
55531,10/06/2022,FL,"7,129,250",,,"1,994",730,"81,922",,,24,2,10/06/2022 12:00:00 AM,Not agree,Not agree
55551,03/12/2020,FL,30,,,4,0,3,,,0,0,03/12/2020 12:00:00 AM,Not agree,Not agree
55616,04/12/2022,FL,"5,873,016",,,"2,543",662,"74,007",,,15,2,04/12/2022 12:00:00 AM,Not agree,Not agree
55624,03/30/2020,FL,"5,629",,,845,0,148,,,22,0,03/30/2020 12:00:00 AM,Not agree,Not agree
55673,08/06/2020,FL,"507,815",,,"7,413",257,"10,246",,,204,5,08/06/2020 12:00:00 AM,Not agree,Not agree
55681,04/03/2021,FL,"2,042,947",,,"4,780","1,025","34,298",,,50,4,04/03/2021 12:00:00 AM,Not agree,Not agree
55720,02/17/2021,FL,"1,813,267",,,"5,077","1,311","31,141",,,109,8,02/17/2021 12:00:00 AM,Not agree,Not agree
55742,07/12/2022,FL,"6,614,868",,,"12,572","3,864","77,147",,,64,11,07/12/2022 12:00:00 AM,Not agree,Not agree
55752,08/14/2021,FL,"2,927,215",,,"16,496","3,265","43,817",,,349,29,08/14/2021 12:00:00 AM,Not agree,Not agree
55818,08/09/2022,FL,"6,892,419",,,"8,515","2,575","79,065",,,73,12,08/09/2022 12:00:00 AM,Not agree,Not agree
55820,05/19/2022,FL,"6,058,658",,,"8,426","2,198","74,636",,,19,1,05/19/2022 12:00:00 AM,Not agree,Not agree
55850,06/29/2020,FL,"149,962",,,"5,970",48,"3,724",,,49,0,06/29/2020 12:00:00 AM,Not agree,Not agree
55852,11/23/2021,FL,"3,708,650",,,"1,644",499,"62,138",,,23,1,11/23/2021 12:00:00 AM,Not agree,Not agree
55876,10/24/2020,FL,"763,024",,,"2,334",288,"17,529",,,36,1,10/24/2020 12:00:00 AM,Not agree,Not agree
55974,10/20/2020,FL,"747,117",,,"2,167",542,"17,355",,,50,2,10/20/2020 12:00:00 AM,Not agree,Not agree
56058,08/16/2022,FL,"6,939,203",,,"6,297","1,907","79,577",,,92,19,08/16/2022 12:00:00 AM,Not agree,Not agree
56102,06/17/2022,FL,"6,356,659",,,"10,874","2,857","75,723",,,55,3,06/17/2022 12:00:00 AM,Not agree,Not agree
56122,12/15/2021,FL,"3,760,811",,,"8,065","1,013","62,663",,,21,0,12/15/2021 12:00:00 AM,Not agree,Not agree
56166,03/20/2021,FL,"1,969,311",,,"3,968","1,100","33,545",,,53,3,03/20/2021 12:00:00 AM,Not agree,Not agree
56202,12/16/2021,FL,"3,771,159",,,"10,348","1,663","62,684",,,21,1,12/16/2021 12:00:00 AM,Not agree,Not agree
56211,05/13/2021,FL,"2,246,439",,,"3,534",957,"36,383",,,50,1,05/13/2021 12:00:00 AM,Not agree,Not agree
56213,03/04/2022,FL,"5,816,435",,,"1,740",463,"72,836",,,80,5,03/04/2022 12:00:00 AM,Not agree,Not agree
56217,02/24/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
56243,07/17/2020,FL,"331,329",,,"10,137",106,"5,955",,,192,1,07/17/2020 12:00:00 AM,Not agree,Not agree
56257,09/28/2020,FL,"689,610",,,"3,175",358,"16,218",,,50,2,09/28/2020 12:00:00 AM,Not agree,Not agree
56259,11/17/2021,FL,"3,699,684",,,"2,073",571,"61,992",,,32,4,11/17/2021 12:00:00 AM,Not agree,Not agree
56291,09/27/2022,FL,"7,116,027",,,"1,941",616,"81,673",,,32,3,09/27/2022 12:00:00 AM,Not agree,Not agree
56392,11/10/2021,FL,"3,688,532",,,"2,576",611,"61,769",,,35,3,11/10/2021 12:00:00 AM,Not agree,Not agree
56439,06/08/2022,FL,"6,259,595",,,"12,163","2,837","75,298",,,52,8,06/08/2022 12:00:00 AM,Not agree,Not agree
56465,10/08/2022,FL,"7,131,789",,,919,223,"81,967",,,23,6,10/08/2022 12:00:00 AM,Not agree,Not agree
56477,06/02/2021,FL,"2,290,195",,,"1,867",515,"37,234",,,31,2,06/02/2021 12:00:00 AM,Not agree,Not agree
56484,07/29/2020,FL,"452,517",,,"9,737",215,"8,468",,,226,2,07/29/2020 12:00:00 AM,Not agree,Not agree
56547,05/14/2020,FL,"42,657",,,888,0,"2,040",,,42,0,05/14/2020 12:00:00 AM,Not agree,Not agree
56598,05/08/2021,FL,"2,229,969",,,"3,180",785,"36,144",,,53,6,05/08/2021 12:00:00 AM,Not agree,Not agree
56619,09/26/2021,FL,"3,571,000",,,"3,763",712,"58,003",,,162,12,09/26/2021 12:00:00 AM,Not agree,Not agree
56669,04/13/2022,FL,"5,875,930",,,"2,914",680,"74,023",,,16,2,04/13/2022 12:00:00 AM,Not agree,Not agree
56784,07/28/2022,FL,"6,789,375",,,"10,960","2,936","78,216",,,79,10,07/28/2022 12:00:00 AM,Not agree,Not agree
56800,07/22/2020,FL,"382,734",,,"10,052",113,"6,952",,,207,2,07/22/2020 12:00:00 AM,Not agree,Not agree
56803,03/25/2022,FL,"5,843,227",,,"1,450",319,"73,652",,,26,4,03/25/2022 12:00:00 AM,Not agree,Not agree
56888,09/02/2022,FL,"7,041,819",,,"4,399",954,"80,615",,,44,5,09/02/2022 12:00:00 AM,Not agree,Not agree
56914,09/05/2021,FL,"3,369,378",,,"11,206","2,780","52,312",,,362,33,09/05/2021 12:00:00 AM,Not agree,Not agree
56976,05/11/2022,FL,"5,994,847",,,"7,841","1,712","74,486",,,22,2,05/11/2022 12:00:00 AM,Not agree,Not agree
56988,01/21/2022,FL,"5,324,633",,,"22,646","5,224","66,296",,,234,29,01/21/2022 12:00:00 AM,Not agree,Not agree
56990,08/19/2022,FL,"6,961,721",,,"6,950","2,118","79,771",,,67,12,08/19/2022 12:00:00 AM,Not agree,Not agree
57088,09/03/2022,FL,"7,044,737",,,"2,918",676,"80,664",,,49,5,09/03/2022 12:00:00 AM,Not agree,Not agree
57094,07/26/2022,FL,"6,765,749",,,"11,184","3,818","78,071",,,60,7,07/26/2022 12:00:00 AM,Not agree,Not agree
57098,02/17/2022,FL,"5,775,011",,,"5,328","1,248","71,485",,,156,13,02/17/2022 12:00:00 AM,Not agree,Not agree
57105,06/14/2022,FL,"6,321,028",,,"13,399","3,908","75,565",,,54,7,06/14/2022 12:00:00 AM,Not agree,Not agree
57110,08/03/2021,FL,"2,687,497",,,"20,605","4,968","40,719",,,211,23,08/03/2021 12:00:00 AM,Not agree,Not agree
57166,06/13/2022,FL,"6,307,629",,,"9,708","3,002","75,511",,,50,9,06/13/2022 12:00:00 AM,Not agree,Not agree
57195,08/13/2022,FL,"6,921,719",,,"5,143","1,061","79,342",,,57,8,08/13/2022 12:00:00 AM,Not agree,Not agree
57261,04/18/2020,FL,"24,701",,,748,0,904,,,38,0,04/18/2020 12:00:00 AM,Not agree,Not agree
57370,05/17/2022,FL,"6,039,976",,,"9,360","2,317","74,597",,,26,5,05/17/2022 12:00:00 AM,Not agree,Not agree
57375,08/31/2021,FL,"3,283,442",,,"19,364","5,499","50,400",,,401,30,08/31/2021 12:00:00 AM,Not agree,Not agree
57425,05/10/2021,FL,"2,235,627",,,"3,346",988,"36,242",,,55,2,05/10/2021 12:00:00 AM,Not agree,Not agree
57489,06/11/2020,FL,"68,690",,,"1,648",5,"2,991",,,31,0,06/11/2020 12:00:00 AM,Not agree,Not agree
57524,09/08/2022,FL,"7,066,264",,,"4,972","1,592","80,909",,,43,8,09/08/2022 12:00:00 AM,Not agree,Not agree
57543,01/03/2022,FL,"4,385,894",,,"51,199","13,377","63,365",,,63,14,01/03/2022 12:00:00 AM,Not agree,Not agree
57621,07/05/2021,FL,"2,352,526",,,"1,818",342,"38,218",,,32,2,07/05/2021 12:00:00 AM,Not agree,Not agree
57659,09/30/2020,FL,"694,451",,,"2,808",413,"16,313",,,44,3,09/30/2020 12:00:00 AM,Not agree,Not agree
57662,10/15/2020,FL,"733,130",,,"3,381",533,"17,084",,,47,3,10/15/2020 12:00:00 AM,Not agree,Not agree
57764,07/01/2020,FL,"165,931",,,"9,428",41,"3,849",,,71,1,07/01/2020 12:00:00 AM,Not agree,Not agree
57783,10/02/2022,FL,"7,122,065",,,"1,203",304,"81,818",,,30,10,10/02/2022 12:00:00 AM,Not agree,Not agree
57818,07/14/2021,FL,"2,403,772",,,"8,292","1,907","38,553",,,42,7,07/14/2021 12:00:00 AM,Not agree,Not agree
57846,05/31/2021,FL,"2,287,021",,,"1,265",315,"37,158",,,41,2,05/31/2021 12:00:00 AM,Not agree,Not agree
57858,06/23/2020,FL,"106,875",,,"5,448",35,"3,432",,,52,0,06/23/2020 12:00:00 AM,Not agree,Not agree
57894,12/29/2021,FL,"4,120,591",,,"57,605","14,201","63,095",,,45,2,12/29/2021 12:00:00 AM,Not agree,Not agree
57987,04/04/2020,FL,"11,289",,,"1,159",0,308,,,33,0,04/04/2020 12:00:00 AM,Not agree,Not agree
57995,04/05/2022,FL,"5,859,368",,,"2,196",438,"73,889",,,13,0,04/05/2022 12:00:00 AM,Not agree,Not agree
58001,09/07/2020,FL,"636,176",,,"1,768",107,"14,760",,,91,3,09/07/2020 12:00:00 AM,Not agree,Not agree
58033,07/26/2020,FL,"424,647",,,"8,710",73,"7,820",,,206,3,07/26/2020 12:00:00 AM,Not agree,Not agree
58042,09/26/2022,FL,"7,114,086",,,"2,627","1,012","81,641",,,39,7,09/26/2022 12:00:00 AM,Not agree,Not agree
58107,05/19/2020,FL,"45,896",,,474,0,"2,215",,,35,0,05/19/2020 12:00:00 AM,Not agree,Not agree
58119,03/27/2022,FL,"5,845,149",,,849,135,"73,699",,,26,6,03/27/2022 12:00:00 AM,Not agree,Not agree
58134,07/22/2021,FL,"2,486,277",,,"14,436","3,122","39,047",,,57,0,07/22/2021 12:00:00 AM,Not agree,Not agree
58174,06/07/2022,FL,"6,247,432",,,"11,901","3,132","75,246",,,46,7,06/07/2022 12:00:00 AM,Not agree,Not agree
58317,02/23/2022,FL,"5,797,694",,,"3,526",926,"72,134",,,118,15,02/23/2022 12:00:00 AM,Not agree,Not agree
58365,05/19/2021,FL,"2,262,811",,,"2,910",830,"36,679",,,48,4,05/19/2021 12:00:00 AM,Not agree,Not agree
58424,01/19/2021,FL,"1,569,193",,,"11,596","3,587","26,694",,,191,15,01/19/2021 12:00:00 AM,Not agree,Not agree
58429,03/04/2020,FL,7,,,4,0,0,,,0,0,03/04/2020 12:00:00 AM,Not agree,Not agree
58430,05/04/2022,FL,"5,953,091",,,"6,471","1,368","74,343",,,16,2,05/04/2022 12:00:00 AM,Not agree,Not agree
58482,06/03/2022,FL,"6,208,312",,,"11,149","2,554","75,091",,,36,5,06/03/2022 12:00:00 AM,Not agree,Not agree
58484,11/28/2020,FL,"972,574",,,"7,206","1,935","19,647",,,104,8,11/28/2020 12:00:00 AM,Not agree,Not agree
58500,06/05/2021,FL,"2,296,143",,,"1,501",327,"37,367",,,32,5,06/05/2021 12:00:00 AM,Not agree,Not agree
58542,12/05/2020,FL,"1,036,806",,,"8,041","1,819","20,293",,,109,5,12/05/2020 12:00:00 AM,Not agree,Not agree
58546,06/16/2022,FL,"6,345,785",,,"12,035","3,044","75,668",,,64,9,06/16/2022 12:00:00 AM,Not agree,Not agree
58559,03/09/2021,FL,"1,919,028",,,"4,955","1,450","32,860",,,72,2,03/09/2021 12:00:00 AM,Not agree,Not agree
58616,11/04/2021,FL,"3,679,410",,,"1,654",536,"61,548",,,43,1,11/04/2021 12:00:00 AM,Not agree,Not agree
58674,03/14/2020,FL,95,,,42,0,5,,,2,0,03/14/2020 12:00:00 AM,Not agree,Not agree
58692,05/30/2022,FL,"6,159,997",,,"7,751","1,935","74,942",,,33,4,05/30/2022 12:00:00 AM,Not agree,Not agree
58747,03/24/2022,FL,"5,841,777",,,"1,442",310,"73,626",,,28,2,03/24/2022 12:00:00 AM,Not agree,Not agree
58759,08/02/2022,FL,"6,834,371",,,"9,137","2,872","78,560",,,60,9,08/02/2022 12:00:00 AM,Not agree,Not agree
58764,02/05/2022,FL,"5,660,208",,,"11,440","2,411","69,578",,,200,16,02/05/2022 12:00:00 AM,Not agree,Not agree
58765,03/03/2021,FL,"1,891,409",,,"6,129","1,611","32,429",,,92,10,03/03/2021 12:00:00 AM,Not agree,Not agree
58773,01/15/2022,FL,"5,111,028",,,"46,559","9,626","65,009",,,182,19,01/15/2022 12:00:00 AM,Not agree,Not agree
58784,04/05/2021,FL,"2,052,083",,,"5,585","1,585","34,382",,,52,6,04/05/2021 12:00:00 AM,Not agree,Not agree
58833,02/01/2021,FL,"1,703,548",,,"10,381","3,230","28,896",,,153,12,02/01/2021 12:00:00 AM,Not agree,Not agree
58844,09/05/2022,FL,"7,051,357",,,"2,955",767,"80,766",,,54,7,09/05/2022 12:00:00 AM,Not agree,Not agree
58872,04/03/2022,FL,"5,855,700",,,990,184,"73,861",,,28,2,04/03/2022 12:00:00 AM,Not agree,Not agree
58910,02/06/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
59029,02/27/2021,FL,"1,871,964",,,"5,399","1,106","32,096",,,78,3,02/27/2021 12:00:00 AM,Not agree,Not agree
59063,11/02/2020,FL,"800,538",,,"4,531","1,010","17,943",,,47,3,11/02/2020 12:00:00 AM,Not agree,Not agree
59123,06/28/2022,FL,"6,469,606",,,"11,035","3,094","76,323",,,65,15,06/28/2022 12:00:00 AM,Not agree,Not agree
59129,10/22/2021,FL,"3,657,025",,,"2,219",654,"60,921",,,64,4,10/22/2021 12:00:00 AM,Not agree,Not agree
59144,09/21/2020,FL,"673,074",,,"2,372",320,"15,775",,,72,3,09/21/2020 12:00:00 AM,Not agree,Not agree
59170,11/02/2021,FL,"3,675,750",,,"1,924",636,"61,471",,,36,6,11/02/2021 12:00:00 AM,Not agree,Not agree
59182,09/29/2022,FL,"7,118,446",,,"1,066",269,"81,725",,,27,3,09/29/2022 12:00:00 AM,Not agree,Not agree
59212,03/18/2020,FL,323,,,98,0,10,,,1,0,03/18/2020 12:00:00 AM,Not agree,Not agree
59253,08/12/2022,FL,"6,916,576",,,"7,202","2,058","79,285",,,69,12,08/12/2022 12:00:00 AM,Not agree,Not agree
59317,10/09/2021,FL,"3,625,498",,,"2,878",529,"59,850",,,115,11,10/09/2021 12:00:00 AM,Not agree,Not agree
59323,12/11/2020,FL,"1,094,772",,,"10,406","2,725","20,859",,,94,8,12/11/2020 12:00:00 AM,Not agree,Not agree
59373,10/08/2021,FL,"3,622,620",,,"3,313","1,120","59,735",,,119,11,10/08/2021 12:00:00 AM,Not agree,Not agree
59390,04/01/2020,FL,"7,580",,,"1,034",0,210,,,30,0,04/01/2020 12:00:00 AM,Not agree,Not agree
59391,07/18/2021,FL,"2,436,927",,,"7,217","1,226","38,768",,,53,8,07/18/2021 12:00:00 AM,Not agree,Not agree
59424,05/14/2022,FL,"6,016,777",,,"5,939","1,214","74,536",,,26,6,05/14/2022 12:00:00 AM,Not agree,Not agree
59444,02/10/2021,FL,"1,770,249",,,"8,332","2,318","30,276",,,135,12,02/10/2021 12:00:00 AM,Not agree,Not agree
59483,04/30/2020,FL,"33,523",,,973,0,"1,458",,,49,0,04/30/2020 12:00:00 AM,Not agree,Not agree
59563,05/16/2022,FL,"6,030,616",,,"8,496","2,446","74,571",,,20,2,05/16/2022 12:00:00 AM,Not agree,Not agree
59596,09/13/2022,FL,"7,082,683",,,"3,739","1,187","81,144",,,54,5,09/13/2022 12:00:00 AM,Not agree,Not agree
59616,07/21/2020,FL,"372,682",,,"9,536",49,"6,745",,,213,2,07/21/2020 12:00:00 AM,Not agree,Not agree
59622,09/11/2022,FL,"7,075,316",,,"2,286",579,"81,053",,,42,6,09/11/2022 12:00:00 AM,Not agree,Not agree
59638,05/28/2020,FL,"52,874",,,"1,219",0,"2,542",,,36,0,05/28/2020 12:00:00 AM,Not agree,Not agree
59685,02/18/2022,FL,"5,780,431",,,"5,420","1,788","71,610",,,125,15,02/18/2022 12:00:00 AM,Not agree,Not agree
59703,08/15/2021,FL,"2,944,572",,,"17,357","3,462","44,144",,,327,14,08/15/2021 12:00:00 AM,Not agree,Not agree
59779,07/13/2020,FL,"286,636",,,"9,085",82,"5,238",,,176,1,07/13/2020 12:00:00 AM,Not agree,Not agree
59791,11/27/2020,FL,"965,368",,,"6,162",889,"19,543",,,99,3,11/27/2020 12:00:00 AM,Not agree,Not agree
59821,04/12/2021,FL,"2,096,146",,,"9,221","2,491","34,732",,,60,3,04/12/2021 12:00:00 AM,Not agree,Not agree
59882,08/11/2021,FL,"2,862,136",,,"24,240","5,617","42,837",,,315,30,08/11/2021 12:00:00 AM,Not agree,Not agree
59925,08/27/2021,FL,"3,214,095",,,"21,590","5,480","48,808",,,439,39,08/27/2021 12:00:00 AM,Not agree,Not agree
59948,04/06/2020,FL,"13,214",,,"1,166",0,394,,,42,0,04/06/2020 12:00:00 AM,Not agree,Not agree
59956,03/31/2021,FL,"2,025,960",,,"6,931","1,882","34,118",,,67,7,03/31/2021 12:00:00 AM,Not agree,Not agree
60027,05/11/2020,FL,"40,184",,,605,0,"1,921",,,47,0,05/11/2020 12:00:00 AM,Not agree,Not agree
60045,09/03/2020,FL,"626,599",,,"3,201",280,"14,362",,,98,2,09/03/2020 12:00:00 AM,Not agree,Not agree
60056,11/20/2020,FL,"913,561",,,"8,217","1,677","19,014",,,79,5,11/20/2020 12:00:00 AM,Not agree,Not agree
